"","(Intercept)","speed","sigma","mean_PPD","log-posterior"
"155",-16.7867722655027,3.94735553360707,14.1129695474487,42.0072427269019,-214.140596129919
"156",-4.82379970742382,3.16216533798832,15.9640853086953,48.7296867274688,-215.547157460598
"157",-7.61949739199486,3.21542204033408,16.4818756591721,41.0087783061594,-215.486015009182
"158",-21.4760441249737,4.3659543247916,14.758728913991,45.9257509016294,-215.276818820297
"159",-17.7245351202923,3.95645946663987,14.3329937611922,42.4219444154946,-213.915049246389
"160",-15.7137002491622,3.79529017375974,16.3001394872079,46.5612113069694,-214.067959107738
"161",-23.885276134827,4.05476834558214,14.9332579787616,39.4590687966782,-216.006697029213
"162",-9.61557618140726,3.61624393868578,15.1079708234675,43.7902529279914,-215.096445703817
"163",-12.1255146625593,3.78477324725235,16.3719682541674,45.0328005588166,-215.044770488598
"164",0.666268989224406,2.9999130726167,14.7717849277566,44.870946772595,-218.222606062358
"165",-27.8947734731219,4.35362177583393,18.1569874316526,39.7258451539306,-216.723024245131
"166",-21.0933537045609,4.07316711065083,17.60211185771,42.9457624787908,-214.983592593396
"167",-21.5003560807426,4.21912418973119,17.1487608201227,41.7919939777365,-214.694993870236
"168",-15.2754409364399,3.87936196473934,13.1491989082452,41.4540206475332,-215.165470664529
"169",-13.7296896876558,3.72277589738376,14.3303065245224,40.4973888077917,-214.095575941493
"170",-18.3087655007339,3.98510957094511,16.5662509214514,42.6537348648571,-214.149217141522
"171",-14.4445104750643,3.591251515424,14.0453100228501,37.8903917603082,-215.01043091713
"172",-21.7470545673864,4.13270115648606,15.445696271472,38.6894921351337,-214.018901820798
"173",-25.9404501978276,4.32983257206495,14.804268610662,41.3069271651137,-214.85670923645
"174",-9.27448269631176,3.53179033017473,15.3311239065382,44.5904639348132,-214.705912174377
"175",-9.26912824742531,3.60558405930616,13.9463195460755,44.7793692327708,-215.85414158633
"176",-17.3543371005594,4.08324123871674,12.7100663748868,45.6637300501142,-216.568061997564
"177",-4.65405879999514,3.18407756411324,18.7807469654453,44.5216162828792,-216.992462689036
"178",-11.3009701857695,3.63050942847718,16.753086520323,46.1043173796837,-214.689665164422
"179",-23.7952933834347,4.24683586263678,14.270330319844,42.3888807844318,-214.505619311827
"180",-13.2269502658371,3.79402409061293,15.4820756570482,45.9688893909809,-214.346334133058
"181",-17.9154434518031,3.65531896800901,15.2278134385544,37.1620563254649,-216.26340265295
"182",-29.1414186500341,4.62614268765733,14.9033325560737,44.668452023042,-215.357236042477
"183",-30.0517529085658,4.62806579819482,15.2688625011152,41.8691067705881,-215.532696889834
"184",-12.0302246653693,3.72539892702332,15.8752541390232,43.8540751615463,-214.530355990764
"185",-22.0951522700671,4.13438076431388,14.0471736018105,42.3847142042668,-214.441848290823
"186",-15.6825373616583,3.91031925465356,15.3390932257516,45.1565612529393,-214.022017860028
"187",-18.5835595912363,4.11334012250057,14.0245932211188,46.5348617160074,-214.580035594816
"188",-13.5820071148272,3.71300615578478,15.0516066139062,41.7877393917024,-213.937858691103
"189",-7.29957551218831,3.24837253533712,15.4790729319512,37.6818571785566,-215.107609244175
"190",-27.2395820038059,4.57244870494279,15.3247006668674,48.4480256855437,-214.979599151197
"191",-16.6657057941032,3.86797058753368,16.2121903342035,40.6142708873475,-213.990993605145
"192",-27.5898054517259,4.35725930724058,18.0350960915247,40.0142728379986,-216.445669238295
"193",-14.3336212058427,3.60474535786989,13.9284858983295,42.3633331419284,-214.905100829444
"194",-12.2797513266034,3.76904144751899,16.5040337433907,45.8383583779756,-214.884655309229
"195",-24.4020658894932,4.27935884888986,16.5734700379799,39.8311115336143,-214.653273969888
"196",-11.0340902714595,3.58300279901964,14.2375297090245,43.4284473007881,-214.517982742096
"197",-21.0728520923622,4.2444174551312,14.0004619080761,40.7287640234155,-214.639705069563
"198",-20.5561395045103,4.12507819153746,14.4656436390711,47.9834589563994,-213.985163075412
"199",-17.9440510328989,3.87866551967934,15.7202596088424,40.183253147252,-213.975868742833
"200",-20.7808935320672,4.22066139535751,14.977820758457,41.3584206386093,-214.191972715529
"201",-19.3555000174665,4.24252074690077,16.9573288973256,44.90969401454,-215.376485454692
"202",-15.9763704515156,3.96406204520544,16.5368034085956,43.575251240291,-214.528956553003
"203",-28.4269779738991,4.32851202356617,14.1431649388316,36.8763814856403,-217.360838384614
"204",-7.4513794169488,3.4056921073272,16.0772717339345,46.0205176560228,-215.046467309698
"205",-24.8006918893822,4.38110672080059,15.2780822246608,42.2913680629587,-214.372744407525
"206",-13.1003887338646,3.77434281933141,14.9812769728503,44.4612948804111,-214.297578511847
"207",-21.0189995715571,4.0646353794094,14.3119199128909,40.0075751752531,-214.217566723628
"208",-24.9610211644052,4.41249752024785,17.0136686772196,46.1039418290645,-214.948773533025
"209",-19.7881822121366,4.04372858129076,15.7842420091754,41.2351790432361,-213.902535493606
"210",-8.75886476709713,3.595365607137,16.3453390875142,49.3091174372514,-215.553926130872
"211",-19.6688292310886,4.26555870838439,16.3787366110983,42.9736683222551,-215.206934637633
"212",-20.3955711398159,3.88514397708984,15.2080202352451,41.3085401621823,-215.120383120406
"213",-14.8919144921989,3.66957963201472,14.6163611312783,37.7281045655353,-214.247103652991
"214",-20.4152950088358,4.07586333140983,15.2597826336387,44.6428609469743,-213.864526587304
"215",-21.1623283760928,4.04600622802786,15.9866250347215,42.9357527829628,-214.266769763039
"216",-1.87205358299901,2.85506044840841,16.3834607071353,44.2871616961519,-217.063956366408
"217",-25.2784090261668,4.38020316360763,15.0968839088063,40.3813690054724,-214.440644413711
"218",-19.5242581032555,4.10652945968042,19.3852138091897,41.4220534230721,-216.467287635844
"219",-4.32760428943295,2.98349729356834,14.5881782725634,43.1601055967201,-216.916887442348
"220",-2.8169202201092,2.89652533752811,14.7929291927385,42.2936154665017,-217.277444413962
"221",-10.7992433448309,3.50036710322829,17.36338756299,45.1764755648495,-215.032987155241
"222",-26.191415402451,4.68526614554349,18.1365984583917,46.6454443316117,-217.090912566542
"223",-11.5012760618147,3.71016997969411,15.0281505443752,44.1668000860357,-214.682104740739
"224",-28.1279952277066,4.62195789886565,19.3113314208857,42.3349678422755,-217.190575758971
"225",-16.1710014150475,3.99647488959938,13.9804461464528,44.8036470299094,-214.833832504104
"226",-19.3462045900844,3.90401074982843,16.6503220642183,42.3363923112835,-214.623258152552
"227",-15.6112235696506,3.94323995955312,14.5012825167953,45.240975520271,-214.390136319315
"228",-16.9524468350566,3.81950641986542,16.8238150120758,41.5647625099878,-214.415007908277
"229",-16.3029088395427,3.89688336588771,14.2044788621714,46.3137744615289,-214.031553607299
"230",-9.24260882277979,3.58320429244456,14.6284309737761,48.4803937795229,-215.217924243872
"231",-26.1450349021278,4.35338155038768,16.8663886161041,40.6717751445894,-215.122392101484
"232",-31.7525969572774,4.58095729060121,21.4962716731629,41.3102100596373,-220.288973848019
"233",-20.8433242742611,3.90059402030308,18.9195636512671,40.6925635408341,-216.901603761649
"234",-16.1835984553914,3.61643744398427,18.5915883418362,38.6370486164567,-216.671740224212
"235",-2.27358365310371,2.92746164699963,20.0785025375638,39.1264649136734,-218.789273949833
"236",-13.5387004206134,3.87388156001686,13.8212631502191,42.312762519103,-215.490621738219
"237",-21.9477917229918,4.01114507114278,17.4306868658637,42.4111284718527,-215.502353659007
"238",-13.2860752193421,3.83516405175516,13.4877332680376,49.3384069374011,-215.575005389679
"239",-9.84846642404997,3.34691581713095,12.3917358379091,42.7524695334528,-217.820061578161
"240",-27.5312163054527,4.4292527656039,14.4666788004507,42.0700400305751,-215.312977108339
"241",-30.8686843510627,4.68287232067185,15.3238422947206,40.0656285646298,-215.74681697043
"242",-5.01256992148665,3.18131223086294,15.4716033858703,41.4015363146353,-215.479511352692
"243",-13.8226905150552,3.78003443060663,17.2103607363329,42.1640847829565,-214.732743825791
"244",-19.3429136211746,3.90835150930299,12.877769009251,43.6859204790953,-215.890894912231
"245",-17.0679108053887,3.93165226612293,11.6871024134698,44.5759824097937,-217.777659580724
"246",-19.6551959272606,3.97343347552902,16.8447461105716,40.2594368770709,-214.478856457141
"247",-16.4434574247808,3.9480880080946,13.7953805088044,44.9252587516564,-214.458519297079
"248",-23.318019792995,4.21597391824279,18.429400630238,44.109281699295,-215.772791268373
"249",-25.5140108602903,4.35976902346093,12.5721390710166,42.2778685647613,-216.791090195199
"250",-5.06196677309239,3.22435234435672,19.7695861602359,47.0428169456516,-217.794821275639
"251",-20.8975592051462,4.21516995404014,13.4518925713042,42.6457370626503,-214.960683299408
"252",-16.1409637007551,4.12022623197708,15.1754139089563,46.3976515157317,-215.902844797292
"253",-10.0977196343734,3.50077116558576,13.8667625974952,43.3597911480666,-214.90067860052
"254",-14.4676690895581,3.72181339097017,15.4715995209308,42.1850463104645,-213.901922973844
"255",-13.652666207102,3.68199925855945,13.5582682077936,38.1925585203078,-214.629486659265
"256",-24.8263945443938,4.30422550759058,15.3120224107752,41.9351628918332,-214.422580131499
"257",-20.4601713610743,4.07179731090228,14.6279642387721,40.6388728166187,-213.94180020583
"258",-25.2535628276581,4.41234903741298,14.7735275260792,42.6018361049098,-214.528998801347
"259",-20.0565840117285,4.03525454066033,16.6589870284733,39.3813783166007,-214.288652309358
"260",-15.2715073719216,3.59181888622968,18.402336019752,33.2495461106479,-216.304251420611
"261",-14.9607626612147,3.67666958520511,16.7357270340868,42.2381037073129,-214.537910182809
"262",-17.5177823265212,3.8024662980719,15.524980218054,38.7498611095065,-214.222009180771
"263",-21.8392174333411,4.22998116269752,14.0813397326457,41.4804831573345,-214.352302886344
"264",-13.0027787959345,3.60494093544912,16.1334493944782,42.234727705532,-214.245828684367
"265",-22.1926955948397,4.23007990820084,14.6384100090544,42.1232884316345,-214.101823276627
"266",-7.14272467081012,3.25372237413715,16.9685325576773,45.8654519451623,-215.441807440159
"267",-6.02529307347341,3.14437184045535,17.2437629042927,40.7939056840821,-215.977466802259
"268",-3.48169744443007,2.95270260094676,18.3888667699478,41.3813115092694,-217.422562006907
"269",-32.3523142121347,4.82528091273118,13.7962094152548,43.6782119322505,-217.240310742992
"270",-13.6858363693103,3.61459170095637,14.8883925339556,45.0976597124738,-214.184767954816
"271",-17.6116216736624,3.99714807434298,16.3236246718914,46.368126825119,-214.127255349692
"272",-11.9254292150027,3.79481550433038,15.9499847908324,46.5442934689258,-215.16478683655
"273",-15.4979672367684,3.81682144809713,16.2645517846247,43.3717351646913,-214.04262245407
"274",-15.4008323133701,3.83417701341264,16.3903713550736,47.0037791936098,-214.120049298238
"275",-19.9109274250909,3.86035371930575,15.8518084563753,39.1705749707889,-215.051016461049
"276",-17.7861885323805,4.01004605109907,15.6757963729735,45.3584379027413,-213.933616499259
"277",-17.5021450736895,3.88299400461511,14.7580072259347,43.7133973610202,-213.846142408791
"278",-13.7056234243957,3.58341659324654,18.2607531317949,42.3052213083171,-215.727741165713
"279",-7.83286966400677,3.4524631994171,15.2046632194689,45.9759314168564,-215.026524696642
"280",-23.375840231678,4.31766325775928,18.0226306209513,42.281008693001,-215.442750471761
"281",-20.6415217178802,4.12899052909158,15.9539255820154,41.5509528874671,-213.998771492163
"282",-8.67236108239363,3.5958946893582,23.1070322717683,47.9492993005305,-221.434788898208
"283",-14.9572415462992,3.79028598445617,19.1215177589433,43.0015988267102,-216.156342729218
"284",-18.7042545530156,4.08823958824651,14.9736069460556,43.9116986585394,-214.019605279681
"285",-14.4727182746146,3.66675604117785,16.2913943090224,39.1487777339436,-214.280437026683
"286",-20.2681823145309,4.19274888519918,14.3148957392867,43.9844951573003,-214.360145517028
"287",-17.9370092740085,3.87121206057544,16.4834288622271,45.4909991753286,-214.263472414193
"288",-15.3331130782154,3.85292598663352,14.4230558086239,43.2828615649774,-214.01707919073
"289",-18.6235142426835,4.04861632326812,17.3152937695813,41.8182371285435,-214.665683890353
"290",-26.0386958990575,4.40345126744052,17.5353947157358,42.1430982477012,-215.366333108442
"291",-22.4859649301975,4.23526401691661,18.1264086712424,36.5649087218467,-215.407485590246
"292",-13.3644708197028,3.68447917330813,15.4016227383987,46.7779903276842,-213.95750401387
"293",-22.0723927424502,4.1668419553462,14.4320966813406,39.6027775994552,-214.15042644413
"294",-11.527463699297,3.63401035242598,16.3205169847196,44.5463766309385,-214.446726366442
"295",-11.6741884337465,3.69179528724146,16.3548444714994,46.0539178259286,-214.635761632338
"296",-8.37593540651619,3.61464537817391,15.423101642752,46.3476084211992,-216.009175502218
"297",-25.8407827350769,4.32204506429725,15.2559280496766,37.7247349149421,-214.765182776405
"298",-16.60757774183,3.82382115163925,16.6320968348525,43.0777948081056,-214.244536614284
"299",-19.8459649641564,3.91931883760309,17.0775543296472,38.1014996477459,-214.952627077905
"300",-17.7147781893461,3.78142215514185,16.5923372004153,41.8817048560257,-214.756842849594
"301",-20.8854653209569,4.13066395628004,18.2010021228811,42.3840443050627,-215.3577398903
"302",-1.4715155084499,2.94419111449868,15.7081445488803,43.1919588108563,-216.590809455402
"303",-31.6496958939017,4.77135612369837,18.7728744623483,41.342618447426,-217.262931045725
"304",-27.6806017037214,4.60183997359045,16.3713335613788,40.4408213618236,-215.216847800895
"305",-16.3620373490364,4.07103410887001,15.4999692537592,47.2414545336875,-215.011753339403
"306",-7.17505303634253,3.50479686571109,15.2480649335427,43.7545921225092,-215.855096628535
"307",-25.8802660625559,4.30159359700741,14.4881409534833,41.1268509380633,-215.121979630395
"308",-11.7452408452169,3.7219344182092,17.3535291937625,41.9517881680794,-215.265689253056
"309",-21.1805112476404,4.1036503836498,14.9681521429549,42.2812303740256,-213.958403469875
"310",-17.09901995905,3.8782549943695,15.1291179304862,47.4618306330308,-213.775375221915
"311",-17.0599187591031,3.85056405668265,15.1105747332785,41.787986274376,-213.832596937668
"312",-17.2363587138389,4.01734402683504,16.0811505765564,43.2088505909994,-214.217086291658
"313",-12.0354077048005,3.70307500945171,16.1676741999634,39.4834315059515,-214.483477817876
"314",-10.3036752307526,3.35011718314072,16.6091433445387,42.8162459705314,-215.249337954705
"315",-10.2648327842442,3.38790703589127,16.3717296549317,38.3638607683678,-214.899827136536
"316",-25.5992231944896,4.45140874259134,14.9382369020619,44.1126375551658,-214.604227174629
"317",-10.8027174465435,3.63562783529165,16.7685359733317,42.3061404020952,-214.887016311792
"318",-13.5040608789711,3.79614793655781,13.6591920045091,43.8934597108193,-214.902845163991
